,make,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
23884,Ford, Fiesta,2018,10298,Manual,18192,Petrol,145,65.7,1.0
23885,Ford, Focus,2018,18998,Manual,19725,Diesel,145,67.3,2.0
23886,Ford, Focus,2017,11998,Manual,9038,Diesel,0,74.3,1.5
23887,Ford, Fiesta,2017,9998,Manual,19096,Petrol,145,65.7,1.0
23888,Ford, Fiesta,2017,8498,Manual,17292,Petrol,145,54.3,1.2
23889,Ford, EcoSport,2018,12998,Manual,30127,Petrol,145,54.3,1.0
23890,Ford, Fiesta,2018,9998,Manual,14519,Petrol,145,64.2,1.1
23891,Ford, EcoSport,2017,9698,Manual,33005,Petrol,145,53.3,1.0
23892,Ford, C-MAX,2016,10498,Semi-Auto,25356,Diesel,20,64.2,1.5
23893,Ford, Fiesta,2016,7998,Manual,29531,Petrol,125,54.3,1.2
23894,Ford, Fiesta,2016,6998,Manual,34716,Petrol,125,54.3,1.2
23895,Ford, Kuga,2017,17698,Semi-Auto,7373,Diesel,150,54.3,2.0
23896,Ford, Fiesta,2016,7298,Manual,35367,Petrol,125,54.3,1.2
23897,Ford, Focus,2016,8498,Manual,38313,Petrol,20,60.1,1.0
23898,Ford, Focus,2014,7298,Manual,52544,Diesel,20,67.3,1.6
23899,Ford, Focus,2019,16798,Manual,17998,Petrol,150,60.1,1.0
23900,Ford, Fiesta,2019,13598,Manual,12391,Petrol,145,58.9,1.0
23901,Ford, Kuga,2018,15998,Automatic,7063,Petrol,150,31.0,1.5
23902,Ford, Grand C-MAX,2017,10830,Automatic,14420,Diesel,30,58.9,1.5
23903,Ford, KA,2014,4290,Manual,54096,Petrol,30,57.7,1.2
23904,Ford, Fiesta,2015,7790,Manual,30947,Petrol,0,65.7,1.0
23905,Ford, Fiesta,2017,11490,Manual,30993,Petrol,145,47.9,1.6
23906,Ford, KA,2016,6340,Manual,13954,Petrol,30,57.7,1.2
23907,Ford, Tourneo Connect,2016,11298,Manual,24939,Diesel,30,61.4,1.5
23908,Ford, Focus,2018,14998,Manual,10306,Petrol,145,58.9,1.0
23909,Ford, Focus,2018,16298,Automatic,7097,Diesel,145,64.2,2.0
23910,Ford, Kuga,2017,17298,Semi-Auto,32451,Diesel,145,54.3,2.0
23911,Ford, Focus,2019,15798,Manual,11614,Petrol,145,60.1,1.0
23912,Ford, Focus,2019,16998,Manual,12926,Petrol,145,60.1,1.0
23913,Ford, Fiesta,2017,11495,Manual,28500,Petrol,150,47.9,1.6
23914,Ford, Kuga,2015,11698,Manual,48523,Diesel,150,54.3,2.0
23915,Ford, Focus,2018,13498,Manual,12726,Petrol,145,51.4,1.5
23916,Ford, Ka+,2018,9998,Manual,6963,Petrol,145,43.5,1.2
23917,Ford, Focus,2019,23695,Automatic,3541,Diesel,145,74.3,1.5
23918,Ford, Focus,2019,20498,Automatic,9987,Diesel,145,74.3,1.5
23919,Ford, Focus,2019,16998,Manual,13998,Petrol,145,60.1,1.0
23920,Ford, Fiesta,2019,11198,Manual,16997,Petrol,145,58.9,1.0
23921,Ford, Grand C-MAX,2018,11998,Manual,36244,Petrol,145,54.3,1.0
23922,Ford, Grand C-MAX,2017,12698,Manual,12628,Diesel,30,64.2,1.5
23923,Ford, Focus,2017,12998,Manual,25279,Diesel,0,74.3,1.5
23924,Ford, Fiesta,2019,11798,Manual,5029,Petrol,150,48.7,1.1
23925,Ford, C-MAX,2019,13798,Manual,6505,Petrol,150,48.7,1.0
23926,Ford, Fiesta,2018,14660,Automatic,2150,Petrol,145,54.3,1.0
23927,Ford, Focus,2015,7050,Manual,70672,Diesel,0,74.3,1.5
23928,Ford, Focus,2016,8370,Manual,43924,Petrol,20,60.1,1.0
23929,Ford, Fiesta,2015,8990,Manual,26437,Petrol,20,62.8,1.0
23930,Ford, Fiesta,2013,4990,Manual,66175,Diesel,0,85.6,1.6
23931,Ford, Fiesta,2019,12998,Manual,10102,Petrol,145,58.9,1.0
23932,Ford, Focus,2019,16998,Manual,21277,Petrol,145,60.1,1.0
23933,Ford, Focus,2019,17298,Manual,12142,Petrol,145,48.7,1.0
23934,Ford, Fiesta,2018,10495,Manual,33237,Petrol,145,60.1,1.0
23935,Ford, Fiesta,2018,11250,Manual,16787,Petrol,145,56.5,1.0
23936,Ford, Fiesta,2017,8550,Manual,16173,Petrol,145,65.7,1.0
23937,Ford, Kuga,2017,15086,Manual,40198,Diesel,145,64.2,1.5
23938,Ford, EcoSport,2014,6420,Manual,76314,Diesel,30,61.4,1.5
23939,Ford, Fiesta,2016,9699,Manual,23149,Petrol,20,62.8,1.0
23940,Ford, Fiesta,2019,13200,Manual,2803,Petrol,145,58.9,1.0
23941,Ford, B-MAX,2018,10500,Manual,7994,Petrol,145,55.4,1.0
23942,Ford, Fiesta,2017,10998,Semi-Auto,6931,Petrol,0,57.7,1.0
23943,Ford, Kuga,2017,14298,Manual,20442,Diesel,150,64.2,1.5
23944,Ford, Mondeo,2015,9998,Manual,51916,Diesel,0,78.5,1.5
23945,Ford, Fiesta,2017,9698,Manual,12920,Petrol,0,65.7,1.0
23946,Ford, Fiesta,2016,8998,Manual,14342,Petrol,0,65.7,1.0
23947,Ford, Fiesta,2014,7698,Manual,22384,Petrol,0,65.7,1.0
23948,Ford, Kuga,2016,12990,Manual,29106,Diesel,30,64.2,1.5
23949,Ford, Fiesta,2017,9770,Manual,23653,Petrol,0,65.7,1.0
23950,Ford, Focus,2016,9280,Manual,30150,Diesel,0,74.3,1.5
23951,Ford, Focus,2014,12046,Manual,48254,Petrol,235,39.2,2.0
23952,Ford, Focus,2018,18991,Manual,19460,Diesel,145,67.3,2.0
23953,Ford, Kuga,2019,19991,Automatic,11559,Diesel,145,37.7,2.0
23954,Ford, Fiesta,2014,7491,Manual,17200,Petrol,30,54.3,1.2
23955,Ford, Fiesta,2017,9849,Manual,13998,Petrol,145,65.7,1.0
23956,Ford, Mondeo,2016,10799,Manual,59193,Diesel,30,65.7,2.0
23957,Ford, Focus,2016,10699,Manual,9027,Petrol,20,60.1,1.0
23958,Ford, Fiesta,2015,7499,Manual,16427,Petrol,0,65.7,1.0
23959,Ford, Fiesta,2013,5698,Manual,70048,Petrol,0,65.7,1.0
23960,Ford, EcoSport,2017,10298,Manual,21420,Petrol,125,53.3,1.0
23961,Ford, Fiesta,2018,10298,Manual,18840,Petrol,145,65.7,1.0
23962,Ford, Focus,2017,9998,Manual,46011,Diesel,0,74.3,1.5
23963,Ford, Focus,2017,15798,Manual,38199,Diesel,145,67.3,2.0
23964,Ford, Fiesta,2019,13998,Manual,13024,Petrol,145,58.9,1.0
23965,Ford, Kuga,2018,15498,Manual,21602,Diesel,145,64.2,1.5
23966,Ford, Kuga,2016,16498,Semi-Auto,23151,Diesel,145,54.3,2.0
23967,Ford, Focus,2019,16498,Automatic,12368,Diesel,145,74.3,1.5
23968,Ford, Fiesta,2014,6998,Manual,20325,Petrol,30,54.3,1.2
23969,Ford, Fiesta,2016,8998,Manual,12118,Petrol,125,54.3,1.2
23970,Ford, Focus,2017,18698,Manual,14087,Petrol,200,41.5,2.0
23971,Ford, EcoSport,2019,13998,Manual,13194,Petrol,145,54.3,1.0
23972,Ford, Fiesta,2017,9698,Manual,27025,Petrol,145,65.7,1.0
23973,Ford, Kuga,2018,14390,Manual,37813,Diesel,145,60.1,2.0
23974,Ford, Galaxy,2017,17799,Manual,20747,Diesel,150,56.5,2.0
23975,Ford, Fiesta,2015,6999,Manual,49000,Petrol,0,65.7,1.0
23976,Ford, EcoSport,2017,9380,Manual,33929,Diesel,145,64.2,1.5
23977,Ford, Fiesta,2019,11999,Manual,12700,Petrol,145,65.7,1.0
23978,Ford, Focus,2017,10500,Manual,31350,Diesel,145,74.3,1.5
23979,Ford, Kuga,2018,15270,Manual,37484,Diesel,145,54.3,2.0
23980,Ford, Fiesta,2017,8617,Manual,11560,Petrol,145,65.7,1.0
23981,Ford, Fiesta,2016,11499,Manual,24300,Petrol,145,47.9,1.6
23982,Ford, EcoSport,2017,10478,Manual,30069,Diesel,150,64.2,1.5
23983,Ford, Grand Tourneo Connect,2017,14998,Automatic,18209,Diesel,145,56.6,1.5
23984,Ford, Focus,2017,9698,Manual,34371,Diesel,0,74.3,1.5
23985,Ford, Focus,2019,16498,Automatic,12245,Petrol,145,51.4,1.0
23986,Ford, Focus,2019,16598,Automatic,11256,Petrol,145,51.4,1.0
23987,Ford, Fiesta,2018,15498,Manual,3059,Petrol,145,60.1,1.0
23988,Ford, Focus,2017,9298,Manual,30987,Petrol,20,60.1,1.0
23989,Ford, Kuga,2018,17498,Manual,17662,Diesel,150,60.1,2.0
23990,Ford, Focus,2017,16998,Manual,29068,Diesel,150,67.3,2.0
23991,Ford, Kuga,2017,16298,Manual,35121,Diesel,145,54.3,2.0
23992,Ford, EcoSport,2017,10498,Manual,13613,Petrol,125,53.3,1.0
23993,Ford, Fiesta,2016,8980,Manual,8346,Petrol,125,54.3,1.2
23994,Ford, Kuga,2015,12150,Manual,63000,Diesel,145,54.3,2.0
23995,Ford, Kuga,2016,13200,Semi-Auto,33698,Diesel,145,52.3,2.0
23996,Ford, Focus,2019,15900,Manual,11507,Petrol,145,60.1,1.0
23997,Ford, Kuga,2019,17860,Manual,8011,Diesel,145,38.2,2.0
23998,Ford, Focus,2017,12980,Manual,11600,Petrol,150,51.4,1.5
23999,Ford, Fiesta,2015,6810,Manual,49853,Diesel,0,88.3,1.5
24000,Ford, KA,2014,4490,Manual,31423,Petrol,30,57.7,1.2
24001,Ford, Focus,2017,10050,Manual,36789,Diesel,0,74.3,1.5
24002,Ford, Focus,2015,12500,Manual,40310,Petrol,205,41.5,2.0
24003,Ford, Kuga,2018,20850,Automatic,4957,Petrol,145,31.0,1.5
24004,Ford, Kuga,2018,20700,Manual,10439,Diesel,145,39.2,2.0
24005,Ford, Focus,2017,11500,Semi-Auto,19386,Petrol,125,51.4,1.0
24006,Ford, Kuga,2018,19380,Automatic,36859,Petrol,145,38.2,1.5
24007,Ford, Kuga,2018,19980,Manual,18911,Diesel,145,39.2,2.0
24008,Ford, KA,2014,5480,Manual,35000,Petrol,30,57.7,1.2
24009,Ford, Focus,2017,9980,Manual,27700,Petrol,150,61.4,1.0
24010,Ford, Fiesta,2015,5980,Manual,26000,Petrol,30,54.3,1.2
24011,Ford, Focus,2016,8980,Manual,56000,Diesel,0,74.3,1.5
24012,Ford, Kuga,2019,18300,Manual,9600,Petrol,150,35.3,1.5
24013,Ford, S-MAX,2017,18990,Semi-Auto,35601,Diesel,145,52.3,2.0
24014,Ford, Fiesta,2017,9490,Manual,12620,Petrol,0,65.7,1.0
24015,Ford, Ka+,2019,10990,Manual,2851,Petrol,145,43.5,1.2
24016,Ford, Fiesta,2018,10490,Manual,30922,Petrol,145,65.7,1.0
24017,Ford, Kuga,2014,10500,Manual,22500,Diesel,145,53.3,2.0
24018,Ford, Fiesta,2015,9000,Semi-Auto,34921,Petrol,0,57.7,1.0
24019,Ford, Fiesta,2016,7250,Manual,22440,Petrol,125,54.3,1.2
24020,Ford, Fiesta,2017,12495,Manual,13174,Petrol,150,47.9,1.6
24021,Ford, Fiesta,2020,18290,Manual,1005,Petrol,145,51.4,1.0
24022,Ford, Puma,2020,23155,Manual,1250,Petrol,145,50.4,1.0
24023,Ford, Focus,2019,19725,Manual,3309,Diesel,145,74.3,1.5
24024,Ford, B-MAX,2016,8430,Semi-Auto,31842,Petrol,160,44.1,1.6
24025,Ford, Focus,2016,10170,Manual,36563,Petrol,20,60.1,1.0
24026,Ford, Tourneo Custom,2019,24995,Manual,6375,Diesel,145,32.5,2.0
24027,Ford, Tourneo Custom,2019,24995,Manual,5341,Diesel,145,32.5,2.0
24028,Ford, Focus,2018,19690,Manual,16000,Petrol,145,41.5,2.0
24029,Ford, Fiesta,2016,11750,Manual,22000,Petrol,145,47.9,1.6
24030,Ford, C-MAX,2014,7471,Manual,53301,Diesel,30,62.8,1.6
24031,Ford, Focus,2013,5971,Manual,73411,Diesel,20,67.3,1.6
24032,Ford, Fiesta,2017,9471,Manual,11212,Petrol,145,54.3,1.2
24033,Ford, Fiesta,2017,9690,Manual,23000,Petrol,0,65.7,1.0
24034,Ford, Fiesta,2017,7710,Manual,34261,Diesel,145,78.5,1.5
24035,Ford, Focus,2016,8667,Manual,47832,Diesel,0,74.3,1.5
24036,Ford, Focus,2017,9000,Manual,41482,Diesel,0,74.3,1.5
24037,Ford, Fiesta,2018,11991,Semi-Auto,31107,Petrol,145,54.3,1.0
24038,Ford, C-MAX,2015,7495,Manual,33958,Petrol,165,42.8,1.6
24039,Ford, Fiesta,2014,5995,Manual,44523,Diesel,0,76.4,1.5
24040,Ford, Focus,2018,13990,Manual,7423,Petrol,150,57.7,1.0
24041,Ford, Focus,2018,12670,Manual,7162,Petrol,150,60.1,1.0
24042,Ford, Fiesta,2013,6890,Manual,27732,Diesel,0,76.4,1.5
24043,Ford, Focus,2019,19490,Manual,2000,Petrol,145,58.9,1.0
24044,Ford, Kuga,2019,21390,Manual,6901,Diesel,145,37.7,2.0
24045,Ford, Fiesta,2014,8280,Manual,28371,Petrol,0,65.7,1.0
24046,Ford, Fiesta,2016,7990,Manual,20362,Petrol,0,65.7,1.0
24047,Ford, Ka+,2018,8890,Manual,3669,Petrol,145,47.9,1.2
24048,Ford, Ka+,2018,8989,Manual,4536,Petrol,145,47.9,1.2
24049,Ford, Fiesta,2019,15495,Manual,2112,Petrol,145,58.9,1.0
24050,Ford, Focus,2015,12940,Manual,33000,Diesel,20,67.3,2.0
24051,Ford, Galaxy,2019,28450,Semi-Auto,4577,Diesel,145,54.3,2.0
24052,Ford, Kuga,2019,22980,Semi-Auto,3377,Diesel,145,37.2,2.0
24053,Ford, Kuga,2019,22620,Semi-Auto,9963,Diesel,145,38.7,2.0
24054,Ford, Kuga,2019,23190,Semi-Auto,5099,Diesel,145,38.7,2.0
24055,Ford, Kuga,2019,23880,Semi-Auto,4507,Diesel,145,38.7,2.0
24056,Ford, Galaxy,2019,23780,Manual,12500,Diesel,145,55.4,2.0
24057,Ford, Fiesta,2016,7220,Manual,50211,Diesel,0,88.3,1.5
24058,Ford, Kuga,2015,10191,Manual,50000,Diesel,165,47.9,2.0
24059,Ford, EcoSport,2017,10491,Manual,8801,Petrol,125,53.3,1.0
24060,Ford, B-MAX,2016,8650,Manual,11871,Diesel,0,74.4,1.5
24061,Ford, Focus,2019,19298,Automatic,5689,Diesel,145,50.4,1.5
24062,Ford, Grand C-MAX,2017,10607,Manual,20366,Petrol,30,54.3,1.0
24063,Ford, Fiesta,2018,13091,Manual,33937,Petrol,145,62.8,1.0
24064,Ford, EcoSport,2014,6990,Manual,48462,Petrol,30,61.4,1.5
24065,Ford, Grand C-MAX,2016,10495,Automatic,15146,Diesel,30,58.9,1.5
24066,Ford, Focus,2018,13180,Semi-Auto,19065,Diesel,145,74.3,1.5
24067,Ford, Fiesta,2013,6800,Manual,15974,Petrol,0,65.7,1.0
24068,Ford, Grand C-MAX,2016,10277,Manual,15414,Diesel,30,64.2,1.5
24069,Ford, Focus,2015,13338,Manual,23117,Petrol,205,41.5,2.0
24070,Ford, Focus,2017,12890,Manual,14509,Petrol,145,60.1,1.0
24071,Ford, Fiesta,2013,4780,Manual,47969,Petrol,30,54.3,1.2
24072,Ford, Focus,2017,19320,Manual,11909,Petrol,145,41.5,2.0
24073,Ford, Fiesta,2014,6590,Manual,24916,Petrol,30,54.3,1.2
24074,Ford, Kuga,2017,19990,Semi-Auto,18500,Diesel,145,54.3,2.0
24075,Ford, Kuga,2017,12240,Manual,20245,Diesel,30,64.2,1.5
24076,Ford, Focus,2018,17060,Manual,9000,Diesel,145,67.3,2.0
24077,Ford, Mondeo,2015,10547,Manual,35226,Diesel,30,64.2,2.0
24078,Ford, Fiesta,2015,9578,Manual,44000,Petrol,145,47.9,1.6
24079,Ford, Fiesta,2015,8082,Manual,32309,Petrol,0,65.7,1.0
24080,Ford, Focus,2017,11731,Manual,22522,Petrol,20,60.1,1.0
24081,Ford, Kuga,2015,10441,Manual,46032,Diesel,125,60.1,2.0
24082,Ford, Focus,2018,15250,Manual,3939,Petrol,150,57.7,1.0
24083,Ford, Fiesta,2015,6999,Manual,28861,Petrol,30,54.3,1.2
24084,Ford, Kuga,2017,13480,Manual,37652,Diesel,125,60.1,2.0
24085,Ford, C-MAX,2017,7950,Manual,52053,Diesel,20,68.9,1.5
24086,Ford, Focus,2019,22998,Automatic,7030,Diesel,145,74.3,1.5
24087,Ford, Fiesta,2018,9298,Manual,20369,Petrol,145,65.7,1.0
24088,Ford, Focus,2017,17298,Manual,9463,Petrol,145,41.5,2.0
24089,Ford, Focus,2019,16998,Manual,11651,Petrol,150,60.1,1.0
24090,Ford, C-MAX,2017,12298,Manual,18593,Petrol,30,55.4,1.0
24091,Ford, Fiesta,2013,6100,Manual,48438,Petrol,30,54.3,1.2
24092,Ford, B-MAX,2016,7197,Manual,49132,Diesel,0,74.4,1.5
24093,Ford, Focus,2017,10490,Semi-Auto,47018,Petrol,145,51.4,1.0
24094,Ford, Focus,2014,7470,Manual,50039,Petrol,30,56.5,1.0
24095,Ford, Fiesta,2018,12698,Manual,5987,Petrol,150,58.9,1.0
24096,Ford, Focus,2017,12498,Manual,16549,Diesel,150,74.3,1.5
24097,Ford, B-MAX,2017,10798,Manual,13167,Petrol,30,55.4,1.0
24098,Ford, Focus,2013,5840,Manual,58804,Diesel,20,67.3,1.6
24099,Ford, Fiesta,2017,9420,Semi-Auto,40792,Petrol,0,57.7,1.0
24100,Ford, Focus,2018,10870,Manual,19862,Petrol,145,60.1,1.0
24101,Ford, Fiesta,2018,8791,Manual,13579,Petrol,150,64.2,1.1
24102,Ford, Kuga,2014,10699,Manual,45497,Diesel,200,47.9,2.0
24103,Ford, Ka+,2017,6699,Manual,33315,Petrol,30,57.7,1.2
24104,Ford, C-MAX,2017,10298,Manual,40375,Diesel,150,68.9,1.5
24105,Ford, Galaxy,2017,18498,Semi-Auto,40512,Diesel,150,52.3,2.0
24106,Ford, Focus,2019,18798,Manual,5015,Diesel,150,62.8,2.0
24107,Ford, Fiesta,2018,10298,Manual,11552,Petrol,150,55.4,1.1
24108,Ford, Fiesta,2015,6298,Manual,34701,Petrol,125,54.3,1.2
24109,Ford, Focus,2017,9798,Manual,27485,Petrol,150,60.1,1.0
24110,Ford, Kuga,2017,13298,Manual,16400,Petrol,165,45.6,1.5
24111,Ford, Focus,2018,13998,Semi-Auto,10826,Petrol,150,51.4,1.0
24112,Ford, Focus,2016,10250,Manual,30086,Diesel,0,74.3,1.5
24113,Ford, Focus,2017,11750,Manual,27800,Petrol,145,60.1,1.0
24114,Ford, Kuga,2019,21000,Automatic,10671,Petrol,145,31.0,1.5
24115,Ford, Focus,2015,8000,Manual,40253,Petrol,20,60.1,1.0
24116,Ford, Focus,2018,13500,Manual,9999,Petrol,145,57.7,1.0
24117,Ford, Kuga,2017,16000,Manual,8543,Diesel,145,64.2,1.5
24118,Ford, Fiesta,2014,6650,Manual,57016,Petrol,0,65.7,1.0
24119,Ford, Focus,2016,15500,Manual,13036,Petrol,200,41.5,2.0
24120,Ford, B-MAX,2017,12000,Manual,8589,Petrol,145,57.7,1.0
24121,Ford, EcoSport,2017,11750,Manual,14372,Petrol,145,53.3,1.0
24122,Ford, Fiesta,2016,11498,Semi-Auto,15411,Petrol,0,57.7,1.0
24123,Ford, Grand C-MAX,2017,11498,Manual,36658,Diesel,150,64.2,1.5
24124,Ford, Galaxy,2017,19298,Semi-Auto,26035,Diesel,150,52.3,2.0
24125,Ford, Fiesta,2019,11498,Manual,5492,Petrol,150,48.7,1.1
24126,Ford, Focus,2019,19498,Automatic,4551,Diesel,145,64.2,2.0
24127,Ford, Ka+,2016,7698,Manual,9578,Petrol,30,57.7,1.2
24128,Ford, Fiesta,2014,6698,Manual,35725,Petrol,30,54.3,1.2
24129,Ford, Focus,2017,10298,Manual,18563,Petrol,150,60.1,1.0
24130,Ford, Fiesta,2015,7410,Manual,53593,Diesel,0,78.5,1.5
24131,Ford, EcoSport,2016,10000,Manual,40200,Petrol,125,52.3,1.0
24132,Ford, Focus,2017,15877,Manual,40454,Diesel,145,67.3,2.0
24133,Ford, Fiesta,2018,11000,Manual,18039,Petrol,145,65.7,1.0
24134,Ford, Ka+,2018,8471,Manual,18703,Petrol,145,48.7,1.2
24135,Ford, Fiesta,2017,9312,Manual,18850,Petrol,145,65.7,1.0
24136,Ford, Fiesta,2017,9500,Manual,17226,Petrol,145,65.7,1.0
24137,Ford, Kuga,2016,15000,Manual,29680,Diesel,145,54.3,2.0
24138,Ford, Focus,2019,17000,Manual,3745,Petrol,145,60.1,1.0
24139,Ford, B-MAX,2016,8498,Manual,24348,Diesel,0,74.4,1.5
24140,Ford, C-MAX,2017,11698,Manual,22997,Petrol,145,55.4,1.0
24141,Ford, Edge,2018,25498,Semi-Auto,19364,Diesel,145,47.9,2.0
24142,Ford, Fiesta,2016,10298,Manual,24745,Diesel,0,78.5,1.5
24143,Ford, Focus,2019,17998,Manual,23521,Petrol,145,60.1,1.0
24144,Ford, Focus,2019,17498,Manual,14074,Diesel,145,61.4,1.5
24145,Ford, Fiesta,2019,14998,Manual,8147,Petrol,145,60.1,1.0
24146,Ford, Kuga,2015,14498,Manual,37623,Diesel,145,54.3,2.0
24147,Ford, Galaxy,2016,13998,Manual,77495,Diesel,125,56.5,2.0
24148,Ford, Fiesta,2016,7899,Manual,25465,Petrol,125,54.3,1.2
24149,Ford, Focus,2017,11000,Manual,50940,Diesel,0,74.3,1.5
24150,Ford, Focus,2015,6999,Manual,63259,Petrol,20,61.4,1.0
24151,Ford, B-MAX,2014,7500,Manual,15800,Petrol,150,47.1,1.4
24152,Ford, Ka+,2017,7999,Manual,14796,Petrol,145,57.7,1.2
24153,Ford, Fiesta,2017,8999,Manual,19300,Petrol,125,54.3,1.2
24154,Ford, Focus,2017,10950,Manual,21631,Petrol,150,60.1,1.0
24155,Ford, Fiesta,2016,10500,Manual,19255,Diesel,0,78.5,1.5
24156,Ford, Fiesta,2018,14750,Manual,12604,Petrol,145,55.4,1.0
24157,Ford, Fiesta,2017,8000,Manual,16756,Petrol,125,54.3,1.2
24158,Ford, Focus,2017,19000,Manual,11717,Petrol,145,41.5,2.0
24159,Ford, C-MAX,2014,6750,Manual,40621,Petrol,165,42.8,1.6
24160,Ford, Focus,2017,11500,Manual,27000,Diesel,150,74.3,1.5
24161,Ford, EcoSport,2017,8799,Manual,52333,Petrol,165,44.8,1.5
24162,Ford, Fiesta,2014,5995,Manual,58769,Petrol,0,65.7,1.0
24163,Ford, Ka+,2017,7500,Manual,22867,Petrol,150,57.7,1.2
24164,Ford, Focus,2017,9999,Manual,47311,Diesel,0,74.3,1.5
24165,Ford, Fiesta,2014,8222,Manual,42102,Petrol,0,65.7,1.0
24166,Ford, B-MAX,2013,6899,Manual,31910,Diesel,20,70.6,1.6
24167,Ford, Kuga,2017,16688,Manual,16735,Diesel,150,60.1,2.0
24168,Ford, Focus,2014,8000,Manual,47911,Diesel,20,67.3,1.6
24169,Ford, Ka+,2017,7495,Manual,15060,Petrol,150,57.7,1.2
24170,Ford, Fiesta,2017,9823,Manual,28828,Petrol,145,65.7,1.0
24171,Ford, Kuga,2014,9877,Manual,58317,Diesel,200,47.9,2.0
24172,Ford, Focus,2017,10000,Manual,49904,Diesel,145,74.3,1.5
24173,Ford, Focus,2017,9998,Manual,30605,Diesel,0,74.3,1.5
24174,Ford, Focus,2019,18875,Automatic,1137,Petrol,145,47.9,1.5
24175,Ford, Focus,2019,18000,Automatic,5770,Diesel,145,64.2,2.0
24176,Ford, Kuga,2018,17550,Manual,16672,Diesel,145,64.2,1.5
24177,Ford, Fiesta,2018,13766,Manual,12983,Petrol,145,58.9,1.0
24178,Ford, Fiesta,2018,10642,Manual,16364,Petrol,145,65.7,1.0
24179,Ford, Fiesta,2018,10463,Manual,13811,Petrol,145,65.7,1.0
24180,Ford, Edge,2019,34000,Semi-Auto,10,Diesel,145,37.2,2.0
24181,Ford, Kuga,2014,9356,Manual,42342,Diesel,145,53.3,2.0
24182,Ford, Galaxy,2016,22000,Semi-Auto,10637,Diesel,145,52.3,2.0
24183,Ford, Fiesta,2018,10000,Manual,32709,Petrol,145,65.7,1.0
24184,Ford, C-MAX,2016,10450,Semi-Auto,22380,Diesel,20,64.2,1.5
24185,Ford, Focus,2013,6900,Semi-Auto,28154,Petrol,160,44.1,1.6
24186,Ford, Focus,2016,13240,Automatic,58644,Diesel,30,61.4,2.0
24187,Ford, Focus,2018,13195,Manual,29730,Petrol,145,58.9,1.0
24188,Ford, Fiesta,2015,7700,Manual,11015,Petrol,125,54.3,1.2
24189,Ford, Fiesta,2017,9600,Manual,22772,Petrol,0,65.7,1.0
24190,Ford, S-MAX,2015,14460,Automatic,30981,Diesel,145,52.3,2.0
24191,Ford, Focus,2020,16975,Automatic,293,Diesel,145,54.3,1.5
24192,Ford, Fiesta,2018,11699,Manual,36928,Petrol,150,62.8,1.0
24193,Ford, Focus,2016,9399,Manual,14944,Petrol,20,60.1,1.0
24194,Ford, Tourneo Connect,2016,13250,Automatic,36145,Diesel,125,56.6,1.5
24195,Ford, Fiesta,2017,10980,Manual,18982,Petrol,150,65.7,1.0
24196,Ford, Fiesta,2017,7999,Manual,36987,Petrol,145,54.3,1.2
24197,Ford, B-MAX,2015,7250,Semi-Auto,47360,Petrol,160,44.1,1.6
24198,Ford, Fiesta,2017,8500,Manual,45345,Petrol,145,65.7,1.0
24199,Ford, Focus,2014,7250,Manual,40412,Petrol,30,56.5,1.0
24200,Ford, Fiesta,2017,10500,Manual,29533,Petrol,20,62.8,1.0
24201,Ford, Focus,2016,15500,Manual,13036,Petrol,200,41.5,2.0
24202,Ford, Fiesta,2017,10998,Manual,12790,Petrol,145,62.8,1.0
24203,Ford, Fiesta,2016,9998,Manual,19504,Petrol,20,62.8,1.0
24204,Ford, Edge,2018,22998,Semi-Auto,9343,Diesel,145,47.9,2.0
24205,Ford, Focus,2015,7690,Manual,46306,Petrol,20,61.4,1.0
24206,Ford, Fiesta,2017,10990,Manual,18487,Petrol,145,65.7,1.0
24207,Ford, Focus,2015,8490,Manual,48547,Diesel,0,74.3,1.5
24208,Ford, Fiesta,2017,9990,Manual,21047,Petrol,145,65.7,1.0
24209,Ford, Fiesta,2018,13990,Manual,14752,Petrol,145,65.7,1.0
24210,Ford, Ka+,2017,7495,Manual,22364,Petrol,145,57.7,1.2
24211,Ford, Fiesta,2018,8930,Manual,38151,Petrol,145,65.7,1.0
24212,Ford, Fiesta,2018,11491,Manual,15341,Petrol,145,65.7,1.0
24213,Ford, B-MAX,2015,6777,Manual,30544,Petrol,30,55.4,1.0
24214,Ford, Focus,2018,14591,Manual,37880,Petrol,145,60.1,1.0
24215,Ford, Focus,2016,9999,Manual,27977,Diesel,0,74.3,1.5
24216,Ford, Fiesta,2017,10999,Manual,22612,Petrol,150,65.7,1.0
24217,Ford, Fiesta,2013,5000,Manual,56497,Petrol,30,54.3,1.2
24218,Ford, Kuga,2016,14133,Semi-Auto,28896,Diesel,150,52.3,2.0
24219,Ford, Fiesta,2017,9417,Manual,35731,Petrol,150,62.8,1.0
24220,Ford, Focus,2018,14581,Manual,15535,Diesel,145,80.7,1.5
24221,Ford, Mondeo,2016,9840,Manual,47219,Diesel,20,67.3,2.0
24222,Ford, S-MAX,2015,14620,Manual,30098,Diesel,125,43.5,2.0
24223,Ford, Focus,2016,10141,Manual,42792,Diesel,20,70.6,2.0
24224,Ford, Kuga,2017,16190,Manual,16814,Diesel,145,64.2,1.5
24225,Ford, Fiesta,2016,7760,Manual,38914,Petrol,0,65.7,1.0
